WDID,Water Source
3903974,MITCHELL CREEK
3903975,MITCHELL CREEK
3903976,MITCHELL CREEK
3903990,EAST RIFLE CREEK
3903991,RIFLE CREEK
3903992,RIFLE CREEK
3903994,WEST RIFLE CREEK
3903995,WEST ELK CREEK
3903998,HARVEY GAP
3904003,COLORADO RIVER
3904004,COLORADO RIVER
3904006,RIFLE CREEK
3904010,EAST ELK CREEK
3904011,EAST ELK CREEK
3904012,CANYON CREEK
3904014,WEST RIFLE CREEK
3904725,CANYON CREEK
3905001,GROUNDWATER: COLORADO RIVER
3905006,GROUNDWATER: EAST ELK CREEK
3905008,WEST RIFLE CREEK
3905009,GROUNDWATER: COLORADO RIVER
3905012,GOVERNMENT CREEK
3905018,GROUNDWATER: EAST ELK CREEK
3905023,EAST RIFLE CREEK
3905025,GOVERNMENT CREEK
3905026,GOVERNMENT CREEK
3905031,MAIN ELK CREEK
3905032,GROUNDWATER: EAST ELK CREEK
3905033,GROUNDWATER: CANYON CREEK
3905036,GROUNDWATER: COLORADO RIVER
3905037,GROUNDWATER: COLORADO RIVER
3905038,GROUNDWATER: COLORADO RIVER
3905044,GROUNDWATER: COLORADO RIVER
3905054,GROUNDWATER: COLORADO RIVER
3905057,GROUNDWATER: EAST ELK CREEK
3905063,PARACHUTE CREEK
3905073,WEST RIFLE CREEK
3905075,PARACHUTE CREEK
3905076,GROUNDWATER: MAIN ELK CREEK
3905080,GROUNDWATER: COLORADO RIVER
3905081,GROUNDWATER: COLORADO RIVER
3905082,GROUNDWATER: COLORADO RIVER
3905085,GROUNDWATER: COLORADO RIVER
3905086,GROUNDWATER: PARACHUTE CREEK
3905087,GROUNDWATER: PARACHUTE CREEK
3905088,GROUNDWATER: PARACHUTE CREEK
3905090,GROUNDWATER: COLORADO RIVER
3905091,GROUNDWATER: COLORADO RIVER
3905092,GROUNDWATER: COLORADO RIVER
3905093,GROUNDWATER: COLORADO RIVER
3905096,GROUNDWATER: RIFLE CREEK
3905097,GROUNDWATER: RIFLE CREEK
3905099,EAST RIFLE CREEK
3905100,EAST RIFLE CREEK
3905101,EAST RIFLE CREEK
3905102,EAST RIFLE CREEK
3905103,EAST RIFLE CREEK
3905104,EAST RIFLE CREEK
3905105,EAST RIFLE CREEK
3905109,COLORADO RIVER
3905113,GROUNDWATER: COLORADO RIVER
3905125,GROUNDWATER: WEST ELK CREEK
3905130,GROUNDWATER: HARVEY GAP
3905132,GROUNDWATER: COLORADO RIVER
3905133,GROUNDWATER: COLORADO RIVER
3905134,COLORADO RIVER
3905138,GROUNDWATER: COLORADO RIVER
3905145,GROUNDWATER: COLORADO RIVER
3905147,RIFLE CREEK
3905148,GROUNDWATER: RIFLE CREEK
3905152,GROUNDWATER: COLORADO RIVER
3905158,EAST RIFLE CREEK
3905164,COLORADO RIVER
3905172,COLORADO RIVER
3905176,RIFLE CREEK
3905180,GROUNDWATER: RIFLE CREEK
3905182,COLORADO RIVER
3905183,GROUNDWATER: COLORADO RIVER
3905184,COLORADO RIVER
3905185,EAST RIFLE CREEK
3905186,EAST RIFLE CREEK
3905195,GROUNDWATER: COLORADO RIVER
3905197,COLORADO RIVER
3905199,GROUNDWATER: COLORADO RIVER
3905200,GROUNDWATER: COLORADO RIVER
3905203,EAST RIFLE CREEK
3905204,EAST RIFLE CREEK
3905210,COLORADO RIVER
3905211,COLORADO RIVER
3905212,COLORADO RIVER
3905213,COLORADO RIVER
3905214,PARACHUTE CREEK
3905219,GROUNDWATER: COLORADO RIVER
3905223,EAST RIFLE CREEK
3905224,EAST RIFLE CREEK
3905225,EAST RIFLE CREEK
3905226,EAST RIFLE CREEK
3905227,EAST RIFLE CREEK
3905228,EAST RIFLE CREEK
3905229,EAST RIFLE CREEK
3905237,COLORADO RIVER
3905240,GROUNDWATER: COLORADO RIVER
3905241,GROUNDWATER: COLORADO RIVER
3905242,GROUNDWATER: RIFLE CREEK
3905248,COLORADO RIVER
3905249,COLORADO RIVER
3905253,EAST RIFLE CREEK
3905254,GROUNDWATER: RIFLE CREEK
3905255,GROUNDWATER: RIFLE CREEK
3905256,PARACHUTE CREEK
3905261,COLORADO RIVER
3905263,COLORADO RIVER
3905265,COLORADO RIVER
3905266,GROUNDWATER: HARVEY GAP
3905269,COLORADO RIVER
3905273,COLORADO RIVER
3905274,COLORADO RIVER
3905275,COLORADO RIVER
3905276,COLORADO RIVER
3905277,COLORADO RIVER
3905278,PARACHUTE CREEK
3905288,RIFLE CREEK
3905291,GROUNDWATER: WEST ELK CREEK
3905292,COLORADO RIVER
3905298,GROUNDWATER: PARACHUTE CREEK
3905300,RIFLE CREEK
3905301,GROUNDWATER: PARACHUTE CREEK
3905304,EAST RIFLE CREEK
3905313,EAST ELK CREEK
3905314,GROUNDWATER: EAST ELK CREEK
3905315,GROUNDWATER: EAST ELK CREEK
3905316,GROUNDWATER: COLORADO RIVER
3905321,RIFLE CREEK
3905324,EAST RIFLE CREEK
3905325,EAST RIFLE CREEK
3905326,EAST RIFLE CREEK
3905328,GROUNDWATER: RIFLE CREEK
3905329,GROUNDWATER: RIFLE CREEK
3905330,GROUNDWATER: RIFLE CREEK
3905340,WEST RIFLE CREEK
3905341,WEST RIFLE CREEK
3905342,RIFLE CREEK
3905345,GOVERNMENT CREEK
3905365,GROUNDWATER: COLORADO RIVER
3905366,GROUNDWATER: COLORADO RIVER
3905367,GROUNDWATER: COLORADO RIVER
3905368,GROUNDWATER: COLORADO RIVER
3905405,GROUNDWATER: COLORADO RIVER
3905406,WEST ELK CREEK
3905407,EAST RIFLE CREEK
3905408,EAST RIFLE CREEK
3905409,EAST RIFLE CREEK
3905410,GROUNDWATER: PARACHUTE CREEK
3905411,GROUNDWATER: PARACHUTE CREEK
3905412,GROUNDWATER: PARACHUTE CREEK
3905413,GROUNDWATER: PARACHUTE CREEK
3905414,GROUNDWATER: PARACHUTE CREEK
3905415,GROUNDWATER: PARACHUTE CREEK
3905423,EAST RIFLE CREEK
3905430,GROUNDWATER: EAST RIFLE CREEK
3905432,GROUNDWATER: COLORADO RIVER
3905433,GROUNDWATER: COLORADO RIVER
3905434,GROUNDWATER: COLORADO RIVER
3905435,PARACHUTE CREEK
3905436,PARACHUTE CREEK
3905437,PARACHUTE CREEK
3905438,PARACHUTE CREEK
3905439,PARACHUTE CREEK
3905444,EAST ELK CREEK
3905448,EAST RIFLE CREEK
3905451,GROUNDWATER: PARACHUTE CREEK
3905452,GROUNDWATER: PARACHUTE CREEK
3905457,PARACHUTE CREEK
3905458,PARACHUTE CREEK
3905459,PARACHUTE CREEK
3905460,PARACHUTE CREEK
3905461,PARACHUTE CREEK
3905462,PARACHUTE CREEK
3905463,PARACHUTE CREEK
3905464,PARACHUTE CREEK
3905465,PARACHUTE CREEK
3905466,PARACHUTE CREEK
3905467,PARACHUTE CREEK
3905468,PARACHUTE CREEK
3905469,PARACHUTE CREEK
3905470,PARACHUTE CREEK
3905471,PARACHUTE CREEK
3905472,PARACHUTE CREEK
3905473,PARACHUTE CREEK
3905474,PARACHUTE CREEK
3905475,PARACHUTE CREEK
3905476,PARACHUTE CREEK
3905477,PARACHUTE CREEK
3905478,PARACHUTE CREEK
3905479,PARACHUTE CREEK
3905480,PARACHUTE CREEK
3905481,PARACHUTE CREEK
3905482,PARACHUTE CREEK
3905483,PARACHUTE CREEK
3905484,PARACHUTE CREEK
3905485,PARACHUTE CREEK
3905486,PARACHUTE CREEK
3905487,PARACHUTE CREEK
3905488,PARACHUTE CREEK
3905489,PARACHUTE CREEK
3905582,COLORADO RIVER
3905584,COLORADO RIVER
3905586,HARVEY GAP
3905587,COLORADO RIVER
3905588,GROUNDWATER: COLORADO RIVER
3905589,COLORADO RIVER
3905590,COLORADO RIVER
3905591,COLORADO RIVER
3905592,COLORADO RIVER
3905593,COLORADO RIVER
3905594,COLORADO RIVER
3905595,COLORADO RIVER
3905596,COLORADO RIVER
3905597,COLORADO RIVER
3905598,COLORADO RIVER
3905599,COLORADO RIVER
3905600,COLORADO RIVER
3905618,GROUNDWATER: COLORADO RIVER
3905619,COLORADO RIVER
3905627,CANYON CREEK
3905630,GROUNDWATER: HARVEY GAP
3905631,GROUNDWATER: HARVEY GAP
3905634,GROUNDWATER: EAST RIFLE CREEK
3905635,GROUNDWATER: EAST RIFLE CREEK
3905636,GROUNDWATER: EAST RIFLE CREEK
3905637,GROUNDWATER: EAST RIFLE CREEK
3905645,WEST RIFLE CREEK
3905646,GROUNDWATER: EAST ELK CREEK
3905647,GROUNDWATER: CANYON CREEK
3905648,GROUNDWATER: CANYON CREEK
3905679,MAIN ELK CREEK
3905680,MAIN ELK CREEK
3905681,MAIN ELK CREEK
3905682,MITCHELL CREEK
3905683,GROUNDWATER: COLORADO RIVER
3905684,GROUNDWATER: COLORADO RIVER
3905685,GROUNDWATER: COLORADO RIVER
3905686,GROUNDWATER: COLORADO RIVER
3905687,GROUNDWATER: COLORADO RIVER
3905688,GROUNDWATER: COLORADO RIVER
3905689,GROUNDWATER: COLORADO RIVER
3905690,GROUNDWATER: COLORADO RIVER
3905691,GROUNDWATER: COLORADO RIVER
3905699,GROUNDWATER: EAST RIFLE CREEK
3905702,GROUNDWATER: COLORADO RIVER
3905703,GROUNDWATER: COLORADO RIVER
3905704,GROUNDWATER: COLORADO RIVER
3905705,GROUNDWATER: RIFLE CREEK
3905706,GROUNDWATER: EAST RIFLE CREEK
3905707,GROUNDWATER: EAST RIFLE CREEK
3905708,GROUNDWATER: EAST RIFLE CREEK
3905710,GROUNDWATER: COLORADO RIVER
3905711,GROUNDWATER: COLORADO RIVER
3905728,GROUNDWATER: COLORADO RIVER
3905731,GROUNDWATER: PARACHUTE CREEK
3905732,GROUNDWATER: PARACHUTE CREEK
3906000,GROUNDWATER: EAST RIFLE CREEK
3906001,GROUNDWATER: EAST RIFLE CREEK
3906039,GROUNDWATER: EAST ELK CREEK
3906040,GROUNDWATER: EAST ELK CREEK
3906050,RIFLE CREEK
3906051,COLORADO RIVER
3906052,HARVEY GAP
3906054,GROUNDWATER: MIDDLE RIFLE CREEK
3906055,GROUNDWATER: MIDDLE RIFLE CREEK
3906056,GROUNDWATER: MIDDLE RIFLE CREEK
3906057,GROUNDWATER: MIDDLE RIFLE CREEK
3906058,GROUNDWATER: MIDDLE RIFLE CREEK
3906059,GROUNDWATER: MIDDLE RIFLE CREEK
3906095,GROUNDWATER: MAIN ELK CREEK
3906096,GROUNDWATER: MAIN ELK CREEK
3906097,GROUNDWATER: CANYON CREEK
3906098,GROUNDWATER: CANYON CREEK
3906288,COLORADO RIVER
3906289,GROUNDWATER: COLORADO RIVER
3906290,GROUNDWATER: COLORADO RIVER
3906295,COLORADO RIVER
3906368,GROUNDWATER: EAST ELK CREEK
3906369,GROUNDWATER: EAST ELK CREEK
3906370,GROUNDWATER: EAST ELK CREEK
3906371,GROUNDWATER: EAST ELK CREEK
3906372,GROUNDWATER: EAST ELK CREEK
3906373,GROUNDWATER: EAST ELK CREEK
3906377,GROUNDWATER: COZZA GULCH
3906385,WEST ELK CREEK
3906387,GROUNDWATER: COLORADO RIVER
3906395,GROUNDWATER: MAIN ELK CREEK
3906396,GROUNDWATER: MAIN ELK CREEK
3906397,GROUNDWATER: MAIN ELK CREEK
3906399,GROUNDWATER: RIFLE CREEK
3906402,EAST ELK CREEK
3906403,GROUNDWATER: COLORADO RIVER
3909079,COLORADO RIVER
4500500,HALL'S GULCH
4500501,HALL'S GULCH
4500502,BEAVER CREEK
4500504,GARFIELD CREEK
4500506,COTTONWOOD CREEK
4500507,COTTONWOOD CREEK
4500508,WEST MAMM CREEK
4500509,DRY CREEK
4500511,WALLACE CREEK
4500512,MAMM CREEK
4500513,GARFIELD CREEK
4500514,BATTLEMENT CREEK
4500515,COLORADO RIVER
4500516,BATTLEMENT CREEK
4500517,SPRING RUN GULCH
4500518,BEAVER CREEK
4500519,BEAVER CREEK
4500520,HALL'S GULCH
4500521,GARFIELD CREEK
4500522,GARFIELD CREEK
4500523,CACHE CREEK
4500524,COLORADO RIVER
4500525,CACHE CREEK
4500526,CACHE CREEK
4500527,DRY HOLLOW CREEK
4500528,MAMM CREEK
4500529,WEST MAMM CREEK
4500530,ALKALI CREEK
4500531,ALKALI CREEK
4500532,ALKALI CREEK
4500533,BEAVER CREEK
4500534,CLEAR CREEK
4500535,COLORADO RIVER
4500536,GIBSON GULCH
4500538,CACHE CREEK
4500539,COLORADO RIVER
4500540,CACHE CREEK
4500541,COTTONWOOD CREEK
4500542,BATTLEMENT CREEK
4500543,DRY CREEK
4500544,MIDDLE MAMM CREEK
4500545,HALL'S GULCH
4500546,COTTONWOOD CREEK
4500547,COLORADO RIVER
4500548,BEAVER CREEK
4500549,PORCUPINE CREEK
4500550,CLEAR CREEK
4500551,COTTONWOOD CREEK
4500552,WALLACE CREEK
4500553,COLORADO RIVER
4500554,BALDY CREEK
4500555,BALDY CREEK
4500556,BALDY CREEK
4500557,COTTONWOOD CREEK
4500558,COTTONWOOD CREEK
4500559,WEST DIVIDE CREEK
4500560,MAMM CREEK
4500561,DRY HOLLOW CREEK
4500562,BEAVER CREEK
4500563,WALLACE CREEK
4500564,DRY HOLLOW CREEK
4500565,DIVIDE CREEK
4500566,COLORADO RIVER
4500567,CACHE CREEK
4500568,COLORADO RIVER
4500569,MAMM CREEK
4500570,BATTLEMENT CREEK
4500571,DRY HOLLOW CREEK
4500572,BALDY CREEK
4500573,DRY CREEK
4500574,DRY HOLLOW CREEK
4500575,BALDY CREEK
4500576,WEST DIVIDE CREEK
4500578,LITTLE ALKALI CREEK
4500579,LITTLE ALKALI CREEK
4500580,CORRAL CREEK
4500581,COLORADO RIVER
4500582,COLORADO RIVER
4500583,COLORADO RIVER
4500584,EAST DIVIDE CREEK
4500585,DRY HOLLOW CREEK
4500586,COLORADO RIVER
4500588,WALLACE CREEK
4500589,DIVIDE CREEK
4500590,WEST MAMM CREEK
4500591,BATTLEMENT CREEK
4500592,WEST MAMM CREEK
4500593,WEST MAMM CREEK
4500594,COLORADO RIVER
4500595,WALLACE CREEK
4500596,ALKALI CREEK
4500597,BALDY CREEK
4500599,COTTONWOOD CREEK
4500600,BEAVER CREEK
4500601,HELMER GULCH
4500602,HALL'S GULCH
4500605,JUNE CREEK
4500606,COLORADO RIVER
4500607,COLORADO RIVER
4500608,BEAVER CREEK
4500609,GARFIELD CREEK
4500611,COLORADO RIVER
4500613,DIVIDE CREEK
4500614,EAST MAMM CREEK
4500615,JUNE CREEK
4500616,CACHE CREEK
4500617,SOUTH CANYON CREEK
4500618,EAST DIVIDE CREEK
4500619,BEAVER CREEK
4500620,CACHE CREEK
4500621,GARFIELD CREEK
4500622,BATTLEMENT CREEK
4500623,COLORADO RIVER
4500624,DIVIDE CREEK
4500625,BATTLEMENT CREEK
4500627,ALKALI CREEK
4500628,BROOK CREEK
4500629,BEAVER CREEK
4500630,GIBSON GULCH
4500632,CACHE CREEK
4500633,WALLACE CREEK
4500635,GARFIELD CREEK
4500636,CACHE CREEK
4500637,WEST MAMM CREEK
4500638,BATTLEMENT CREEK
4500639,GIBSON GULCH
4500640,COLORADO RIVER
4500641,BEAVER CREEK
4500642,ALKALI CREEK
4500643,COLORADO RIVER
4500644,MONUMENT GULCH
4500645,CACHE CREEK
4500646,DRY CREEK
4500647,DRY HOLLOW CREEK
4500648,BALDY CREEK
4500649,EAST DIVIDE CREEK
4500650,DRY HOLLOW CREEK
4500651,COLORADO RIVER
4500652,COLORADO RIVER
4500653,WEST MAMM CREEK
4500654,BEAVER CREEK
4500655,JUNE CREEK
4500656,GIBSON GULCH
4500657,COLORADO RIVER
4500658,WALLACE CREEK
4500659,MONUMENT GULCH
4500660,EAST DIVIDE CREEK
4500661,EAST DIVIDE CREEK
4500662,COLORADO RIVER
4500664,BEAVER CREEK
4500665,GARFIELD CREEK
4500666,HALL'S GULCH
4500668,COLORADO RIVER
4500670,PORCUPINE CREEK
4500671,MOSQUITO CREEK
4500672,EAST MAMM CREEK
4500673,MOSQUITO CREEK
4500674,WALLACE CREEK
4500675,DIVIDE CREEK
4500676,WEST MAMM CREEK
4500677,PORCUPINE CREEK
4500679,COLORADO RIVER
4500680,DRY HOLLOW CREEK
4500681,COLORADO RIVER
4500682,COLORADO RIVER
4500683,GROUNDWATER: COLORADO RIVER
4500684,COLORADO RIVER
4500685,MIDDLE MAMM CREEK
4500688,PETE AND BILL CREEK
4500689,CACHE CREEK
4500691,WALLACE CREEK
4500692,SOUTH CANYON CREEK
4500693,DIVIDE CREEK
4500694,CACHE CREEK
4500695,GARFIELD CREEK
4500697,COLORADO RIVER
4500698,DRY CREEK
4500699,MOSQUITO CREEK
4500701,BROOK CREEK
4500702,BEAVER CREEK
4500703,DIVIDE CREEK
4500704,WEST DIVIDE CREEK
4500705,BALDY CREEK
4500706,BATTLEMENT CREEK
4500708,DRY CREEK
4500709,COLORADO RIVER
4500710,EAST MAMM CREEK
4500711,CACHE CREEK
4500712,COTTONWOOD CREEK
4500713,PORCUPINE CREEK
4500714,WALLACE CREEK
4500717,ALKALI CREEK
4500719,EAST DIVIDE CREEK
4500720,DIVIDE CREEK
4500721,PETE AND BILL CREEK
4500722,DRY HOLLOW CREEK
4500723,WEST MAMM CREEK
4500724,POLE CREEK
4500725,WEST DIVIDE CREEK
4500726,COLORADO RIVER
4500728,HALL'S GULCH
4500729,SPRING RUN GULCH
4500730,CACHE CREEK
4500731,DRY CREEK
4500732,BATTLEMENT CREEK
4500734,BEAVER CREEK
4500736,LITTLE ALKALI CREEK
4500737,COLORADO RIVER
4500738,CACHE CREEK
4500739,BEAVER CREEK
4500740,GARFIELD CREEK
4500741,BEAVER CREEK
4500742,EAST MAMM CREEK
4500743,COLORADO RIVER
4500744,COLORADO RIVER
4500745,COLORADO RIVER
4500746,COLORADO RIVER
4500747,COLORADO RIVER
4500749,GARFIELD CREEK
4500750,COLORADO RIVER
4500751,PORCUPINE CREEK
4500753,COLORADO RIVER
4500754,ALKALI CREEK
4500755,DRY HOLLOW CREEK
4500756,COLORADO RIVER
4500757,DIVIDE CREEK
4500758,BATTLEMENT CREEK
4500759,CLEAR CREEK
4500760,COLORADO RIVER
4500761,GIBSON GULCH
4500762,COLORADO RIVER
4500763,COLORADO RIVER
4500764,MIDDLE MAMM CREEK
4500765,WEST DIVIDE CREEK
4500766,BEAVER CREEK
4500768,BEAVER CREEK
4500769,DRY HOLLOW CREEK
4500770,COLORADO RIVER
4500771,COLORADO RIVER
4500772,COTTONWOOD CREEK
4500773,SPRING CREEK
4500774,COLORADO RIVER
4500775,COLORADO RIVER
4500776,COLORADO RIVER
4500777,COLORADO RIVER
4500778,WEST DIVIDE CREEK
4500779,GARFIELD CREEK
4500780,GARFIELD CREEK
4500781,BEAVER CREEK
4500782,HALL'S GULCH
4500783,CACHE CREEK
4500784,COLORADO RIVER
4500785,WEST DIVIDE CREEK
4500786,COLORADO RIVER
4500787,COLORADO RIVER
4500788,GARFIELD CREEK
4500789,WEST DIVIDE CREEK
4500790,EAST DIVIDE CREEK
4500791,COLORADO RIVER
4500792,SPRING CREEK
4500793,BEAVER CREEK
4500795,DRY CREEK
4500796,WALLACE CREEK
4500797,WEST MAMM CREEK
4500798,EAST DIVIDE CREEK
4500799,DRY HOLLOW CREEK
4500800,MIDDLE MAMM CREEK
4500801,CACHE CREEK
4500802,CORRAL CREEK
4500803,CORRAL CREEK
4500804,SPRING CREEK
4500805,COLORADO RIVER
4500806,COLORADO RIVER
4500807,COLORADO RIVER
4500808,DRY CREEK
4500809,GARFIELD CREEK
4500810,DIVIDE CREEK
4500811,COLORADO RIVER
4500812,DIVIDE CREEK
4500813,BATTLEMENT CREEK
4500814,MONUMENT GULCH
4500815,COLORADO RIVER
4500816,CORRAL CREEK
4500817,BALDY CREEK
4500818,WEST DIVIDE CREEK
4500819,COLORADO RIVER
4500820,COLORADO RIVER
4500821,DIVIDE CREEK
4500822,DIVIDE CREEK
4500823,GARFIELD CREEK
4500824,GARFIELD CREEK
4500825,GARFIELD CREEK
4500826,GARFIELD CREEK
4500827,GARFIELD CREEK
4500828,ALKALI CREEK
4500829,DIVIDE CREEK
4500831,GARFIELD CREEK
4500832,GARFIELD CREEK
4500833,GARFIELD CREEK
4500834,GARFIELD CREEK
4500835,PORCUPINE CREEK
4500836,BALDY CREEK
4500837,SOUTH CANYON CREEK
4500838,SOUTH CANYON CREEK
4500839,LITTLE ALKALI CREEK
4500840,BATTLEMENT CREEK
4500842,WEST MAMM CREEK
4500843,CLEAR CREEK
4500845,COLORADO RIVER
4500846,COLORADO RIVER
4500847,CORRAL CREEK
4500848,COLORADO RIVER
4500849,WEST DIVIDE CREEK
4500850,COLORADO RIVER
4500851,COLORADO RIVER
4500852,COLORADO RIVER
4500853,COLORADO RIVER
4500854,CACHE CREEK
4500855,SPRUCE CREEK
4500857,DRY HOLLOW CREEK
4500858,HALL'S GULCH
4500861,COLORADO RIVER
4500870,COLORADO RIVER
4500871,WEST MAMM CREEK
4500872,HELMER GULCH
4500873,HELMER GULCH
4500874,HELMER GULCH
4500875,HELMER GULCH
4500876,HELMER GULCH
4500877,HELMER GULCH
4500878,HELMER GULCH
4500879,GARFIELD CREEK
4500880,CORRAL CREEK
4500881,COLORADO RIVER
4500882,WEST DIVIDE CREEK
4500885,WEST MAMM CREEK
4500886,GARFIELD CREEK
4500888,COLORADO RIVER
4500889,COLORADO RIVER
4500890,BATTLEMENT CREEK
4500891,WEST DIVIDE CREEK
4500892,COLORADO RIVER
4500893,SOUTH CANYON CREEK
4500896,GIBSON GULCH
4500897,COLORADO RIVER
4500898,SPRING CREEK
4500901,SPRUCE CREEK
4500902,COLORADO RIVER
4500903,COLORADO RIVER
4500904,MAMM CREEK
4500905,EAST MAMM CREEK
4500906,SPRUCE CREEK
4500908,BATTLEMENT CREEK
4500909,BATTLEMENT CREEK
4500910,SPRUCE CREEK
4500915,ALKALI CREEK
4500916,ALKALI CREEK
4500920,ALKALI CREEK
4500922,COLORADO RIVER
4500926,COLORADO RIVER
4500927,COLORADO RIVER
4500928,BATTLEMENT CREEK
4500929,COLORADO RIVER
4500936,EAST DIVIDE CREEK
4500937,EAST DIVIDE CREEK
4500939,EAST MAMM CREEK
4500940,EAST DIVIDE CREEK
4500941,DRY HOLLOW CREEK
4500942,CORRAL CREEK
4500946,WEST DIVIDE CREEK
4500947,WEST DIVIDE CREEK
4500948,COLORADO RIVER
4500949,COLORADO RIVER
4500950,COLORADO RIVER
4500951,COLORADO RIVER
4500952,COLORADO RIVER
4500953,ALKALI CREEK
4500954,COLORADO RIVER
4500955,COLORADO RIVER
4500956,COLORADO RIVER
4500957,COLORADO RIVER
4500958,COLORADO RIVER
4500959,COLORADO RIVER
4500960,COLORADO RIVER
4500961,COLORADO RIVER
4500962,COLORADO RIVER
4500963,COLORADO RIVER
4500964,COLORADO RIVER
4500965,COLORADO RIVER
4500966,COLORADO RIVER
4500967,COLORADO RIVER
4500968,COLORADO RIVER
4500969,COLORADO RIVER
4500970,COLORADO RIVER
4500971,COLORADO RIVER
4500973,SPRING RUN GULCH
4500974,COLORADO RIVER
4500975,COTTONWOOD CREEK
4500976,COTTONWOOD CREEK
4500978,COLORADO RIVER
4500979,COLORADO RIVER
4500980,WALLACE CREEK
4500981,COLORADO RIVER
4500984,COLORADO RIVER
4500985,WEST MAMM CREEK
4500986,COLORADO RIVER
4500992,BATTLEMENT CREEK
4500993,DIVIDE CREEK
4500994,GIBSON GULCH
4500997,COLORADO RIVER
4500998,SOUTH CANYON CREEK
4500999,SOUTH CANYON CREEK
4501000,SOUTH CANYON CREEK
4501001,SOUTH CANYON CREEK
4501002,SOUTH CANYON CREEK
4501003,SOUTH CANYON CREEK
4501007,COLORADO RIVER
4501014,GARFIELD CREEK
4501015,GARFIELD CREEK
4501016,BALDY CREEK
4501017,BALDY CREEK
4501018,GARFIELD CREEK
4501019,GARFIELD CREEK
4501020,GARFIELD CREEK
4501021,GARFIELD CREEK
4501022,GARFIELD CREEK
4501023,GARFIELD CREEK
4501024,GARFIELD CREEK
4501025,GARFIELD CREEK
4501026,GARFIELD CREEK
4501027,GARFIELD CREEK
4501028,GARFIELD CREEK
4501029,GARFIELD CREEK
4501030,GARFIELD CREEK
4501031,GARFIELD CREEK
4501032,GARFIELD CREEK
4501033,GARFIELD CREEK
4501034,COLORADO RIVER
4501035,CACHE CREEK
4501038,COLORADO RIVER
4501040,EAST DIVIDE CREEK
4501042,WALLACE CREEK
4501043,COLORADO RIVER
4501044,EAST DIVIDE CREEK
4501045,COLORADO RIVER
4501046,HALL'S GULCH
4501047,COLORADO RIVER
4501048,COLORADO RIVER
4501050,COLORADO RIVER
4501051,COLORADO RIVER
4501052,LITTLE ALKALI CREEK
4501055,BALDY CREEK
4501056,COLORADO RIVER
4501057,COLORADO RIVER
4501058,PORCUPINE CREEK
4501059,PORCUPINE CREEK
4501060,PORCUPINE CREEK
4501061,PORCUPINE CREEK
4501062,PORCUPINE CREEK
4501063,PORCUPINE CREEK
4501064,COLORADO RIVER
4501065,COLORADO RIVER
4501066,SPRUCE CREEK
4501067,SPRUCE CREEK
4501068,SPRUCE CREEK
4501069,SPRUCE CREEK
4501070,DRY CREEK
4501071,CACHE CREEK
4501072,COLORADO RIVER
4501073,COLORADO RIVER
4501074,WALLACE CREEK
4501076,MONUMENT GULCH
4501077,COLORADO RIVER
4501078,WEST MAMM CREEK
4501079,MAMM CREEK
4501080,ALKALI CREEK
4501082,PORCUPINE CREEK
4501083,BEAVER CREEK
4501084,WALLACE CREEK
4501085,CACHE CREEK
4501086,COLORADO RIVER
4501087,DIVIDE CREEK
4501088,COLORADO RIVER
4501089,GARFIELD CREEK
4501090,BEAVER CREEK
4501091,CACHE CREEK
4501092,EAST MAMM CREEK
4501093,WEST DIVIDE CREEK
4501094,COLORADO RIVER
4501095,JUNE CREEK
4501096,EAST DIVIDE CREEK
4501097,COLORADO RIVER
4501098,COLORADO RIVER
4501099,COLORADO RIVER
4501100,COLORADO RIVER
4501101,SPRUCE CREEK
4501102,MONUMENT GULCH
4501103,BATTLEMENT CREEK
4501105,BALDY CREEK
4501106,COLORADO RIVER
4501107,COLORADO RIVER
4501110,DIVIDE CREEK
4501111,GIBSON GULCH
4501112,COTTONWOOD CREEK
4501117,MOSQUITO CREEK
4501118,MOSQUITO CREEK
4501119,COLORADO RIVER
4501120,HALL'S GULCH
4501121,COLORADO RIVER
4501123,MIDDLE MAMM CREEK
4501124,COLORADO RIVER
4501130,DIVIDE CREEK
4501131,CORRAL CREEK
4501132,GIBSON GULCH
4501134,EAST DIVIDE CREEK
4501135,MAMM CREEK
4501136,MAMM CREEK
4501140,DIVIDE CREEK
4501141,SOUTH CANYON CREEK
4501142,SOUTH CANYON CREEK
4501145,BEAVER CREEK
4501146,MAMM CREEK
4501147,GARFIELD CREEK
4501148,COLORADO RIVER
4501149,COLORADO RIVER
4501150,COLORADO RIVER
4501151,COLORADO RIVER
4501152,DRY HOLLOW CREEK
4501153,GIBSON GULCH
4501154,DRY HOLLOW CREEK
4501155,GARFIELD CREEK
4501156,BATTLEMENT CREEK
4501157,COLORADO RIVER
4501159,BATTLEMENT CREEK
4501160,COLORADO RIVER
4501161,COLORADO RIVER
4501164,DIVIDE CREEK
4501165,WEST DIVIDE CREEK
4501167,COLORADO RIVER
4501168,COLORADO RIVER
4501169,SPRING CREEK
4501170,DIVIDE CREEK
4501171,SPRING CREEK
4501172,ALKALI CREEK
4501173,COLORADO RIVER
4501174,SOUTH CANYON CREEK
4501175,SOUTH CANYON CREEK
4501176,DRY HOLLOW CREEK
4501177,WEST DIVIDE CREEK
4501178,DRY HOLLOW CREEK
4501179,COLORADO RIVER
4501180,DIVIDE CREEK
4501181,COLORADO RIVER
