WDID,Water Source
3808603,GROUNDWATER: ROARING FORK RIVER
3808604,GROUNDWATER: ROARING FORK RIVER
3808605,GROUNDWATER: ROARING FORK RIVER
3808606,GROUNDWATER: FRYINGPAN RIVER
3808607,GROUNDWATER: ROARING FORK RIVER
3808608,GROUNDWATER: ROARING FORK RIVER
3808609,GROUNDWATER: ROARING FORK RIVER
3808610,GROUNDWATER: BLUE CREEK
3808611,GROUNDWATER: ROARING FORK RIVER
3808612,GROUNDWATER: ROARING FORK RIVER
3808613,GROUNDWATER: ROARING FORK RIVER
3808614,GROUNDWATER: BLUE CREEK
3808615,GROUNDWATER: RED CANYON
3808616,GROUNDWATER: ROARING FORK RIVER
3808617,GROUNDWATER: FRYINGPAN RIVER
3808618,GROUNDWATER: RED CANYON
3808619,GROUNDWATER: ROARING FORK RIVER
3808620,GROUNDWATER: ROARING FORK RIVER
3808621,GROUNDWATER: WOODY CREEK
3808622,GROUNDWATER: ROARING FORK RIVER
3808623,GROUNDWATER: ROARING FORK RIVER
3808624,GROUNDWATER: ROARING FORK RIVER
3808625,GROUNDWATER: ROARING FORK RIVER
3808626,GROUNDWATER: ROARING FORK RIVER
3808627,GROUNDWATER: ROARING FORK RIVER
3808628,GROUNDWATER: ROARING FORK RIVER
3808629,GROUNDWATER: ROARING FORK RIVER
3808762,GROUNDWATER: ROARING FORK RIVER
3808763,ROARING FORK RIVER
3808814,GROUNDWATER: ROARING FORK RIVER
3808824,ROARING FORK RIVER
3809047,CASTLE CREEK
3809049,CRYSTAL RIVER
3809135,CASTLE CREEK
3809190,ROARING FORK RIVER
3809286,FRYINGPAN RIVER
3810500,FOURMILE CREEK
3810501,ROARING FORK RIVER
3810502,SPRING CREEK
3810503,FOURMILE CREEK
3810504,ROARING FORK RIVER
3810505,ROARING FORK RIVER
3810506,BRUSH CREEK
3810507,BRUSH CREEK
3810508,ROARING FORK RIVER
3810509,ROARING FORK RIVER
3810510,ROARING FORK RIVER
3810511,ROARING FORK RIVER
3810517,CRYSTAL RIVER
3810518,CRYSTAL RIVER
3810519,CASTLE CREEK
3810520,CASTLE CREEK
3810521,CASTLE CREEK
3810522,ROARING FORK RIVER
3810523,CRYSTAL RIVER
3810524,CRYSTAL RIVER
3810525,CATTLE CREEK
3810526,CATTLE CREEK
3810529,SNOWMASS CREEK
3810530,SNOWMASS CREEK
3810531,CRYSTAL RIVER
3810532,CRYSTAL RIVER
3810534,OWL CREEK
3810535,CATTLE CREEK
3810538,ROARING FORK RIVER
3810539,CATTLE CREEK
3810541,PRINCE CREEK
3810542,PRINCE CREEK
3810544,CRYSTAL RIVER
3810545,COULTER CREEK
3810546,ROARING FORK RIVER
3810547,CASTLE CREEK
3810550,ROARING FORK RIVER
3810551,ROARING FORK RIVER
3810552,CASTLE CREEK
3810553,CASTLE CREEK
3810554,WOODY CREEK
3810556,CASTLE CREEK
3810558,PINE CREEK
3810564,SOPRIS CREEK
3810565,SOPRIS CREEK
3810566,SOPRIS CREEK
3810567,CASTLE CREEK
3810568,FALL CREEK
3810569,FRYINGPAN RIVER
3810570,EAST CREEK
3810571,ROARING FORK RIVER
3813500,OWL CREEK
3813501,OWL CREEK
3813502,OWL CREEK
3813503,OWL CREEK
3813504,OWL CREEK
3813505,OWL CREEK
3813506,OWL CREEK
3813507,OWL CREEK
3813508,OWL CREEK
3813509,OWL CREEK
3813512,CATTLE CREEK
3813513,CATTLE CREEK
3813530,CATTLE CREEK
3813531,CATTLE CREEK
3815003,GROUNDWATER: ROARING FORK RIVER
3815004,GROUNDWATER: ROARING FORK RIVER
3815005,GROUNDWATER: ROARING FORK RIVER
3815006,GROUNDWATER: ROARING FORK RIVER
3815007,GROUNDWATER: ROARING FORK RIVER
3815009,GROUNDWATER: ROARING FORK RIVER
3815010,GROUNDWATER: ROARING FORK RIVER
3815011,GROUNDWATER: ROARING FORK RIVER
3815012,CRYSTAL RIVER
3815017,GROUNDWATER: CATTLE CREEK
3815018,GROUNDWATER: CRYSTAL RIVER
3815019,GROUNDWATER: CRYSTAL RIVER
3815020,GROUNDWATER: CRYSTAL RIVER
3815021,GROUNDWATER: CRYSTAL RIVER
3815022,GROUNDWATER: CRYSTAL RIVER
3815023,CRYSTAL RIVER
3815024,GROUNDWATER: CATTLE CREEK
3815025,GROUNDWATER: CATTLE CREEK
3815026,GROUNDWATER: CATTLE CREEK
3815027,GROUNDWATER: CATTLE CREEK
3815028,GROUNDWATER: FOURMILE CREEK
3815029,GROUNDWATER: RED CANYON
3815031,GROUNDWATER: WOODY CREEK
3815032,CRYSTAL RIVER
3815033,COULTER CREEK
3815034,COULTER CREEK
3815035,COULTER CREEK
3815036,COULTER CREEK
3815037,CENTER CREEK
3815038,CENTER CREEK
3815039,CENTER CREEK
3815040,CENTER CREEK
3815041,CENTER CREEK
3815042,CENTER CREEK
3815043,GROUNDWATER: CATTLE CREEK
3815044,GROUNDWATER: CATTLE CREEK
3815045,GROUNDWATER: ROARING FORK RIVER
3815049,GROUNDWATER: CATTLE CREEK
3815050,GROUNDWATER: COULTER CREEK
3815051,THREEMILE CREEK
3815052,THREEMILE CREEK
3815053,GROUNDWATER: CATTLE CREEK
3815055,ROARING FORK RIVER
3815056,GROUNDWATER: ROARING FORK RIVER
3815057,GROUNDWATER: ROARING FORK RIVER
3815059,WOODY CREEK
3815060,GROUNDWATER: BUFFALO CREEK
3815061,GROUNDWATER: ROARING FORK RIVER
3815062,GROUNDWATER: ROARING FORK RIVER
3815063,GROUNDWATER: ROARING FORK RIVER
3815065,GROUNDWATER: ROARING FORK RIVER
3815066,GROUNDWATER: ROARING FORK RIVER
3815067,GROUNDWATER: ROARING FORK RIVER
3815068,GROUNDWATER: ROARING FORK RIVER
3815074,GROUNDWATER: ROARING FORK RIVER
3815075,HUNTER CREEK
3815076,GROUNDWATER: DRY WOODY CREEK
3815077,GROUNDWATER: DRY WOODY CREEK
3815078,GROUNDWATER: DRY WOODY CREEK
3815079,GROUNDWATER: DRY WOODY CREEK
3815080,FRYINGPAN RIVER
3815081,GROUNDWATER: CASTLE CREEK
3815082,GROUNDWATER: ROARING FORK RIVER
3815084,GROUNDWATER: CASTLE CREEK
3815085,CAPITOL CREEK
3815086,ROARING FORK RIVER
3815087,GROUNDWATER: CRYSTAL SPRING CREEK
3815088,GROUNDWATER: CRYSTAL SPRING CREEK
3815089,GROUNDWATER: CRYSTAL SPRING CREEK
3815090,GROUNDWATER: CRYSTAL SPRING CREEK
3815091,GROUNDWATER: CRYSTAL SPRING CREEK
3815092,GROUNDWATER: CRYSTAL SPRING CREEK
3815093,GROUNDWATER: BLUE CREEK
3815095,GROUNDWATER: ROARING FORK RIVER
3815096,GROUNDWATER: ROARING FORK RIVER
3815103,GROUNDWATER: ROARING FORK RIVER
3815104,GROUNDWATER: OWL CREEK
3815105,GROUNDWATER: OWL CREEK
3815106,GROUNDWATER: OWL CREEK
3815107,GROUNDWATER: OWL CREEK
3815108,GROUNDWATER: OWL CREEK
3815109,GROUNDWATER: OWL CREEK
3815110,GROUNDWATER: OWL CREEK
3815111,GROUNDWATER: OWL CREEK
3815112,GROUNDWATER: OWL CREEK
3815113,GROUNDWATER: OWL CREEK
3815114,GROUNDWATER: ROARING FORK RIVER
3815116,GROUNDWATER: SNOWMASS CREEK
3815118,ROARING FORK RIVER
3815119,ROARING FORK RIVER
3815120,ROARING FORK RIVER
3815121,ROARING FORK RIVER
3815123,ROARING FORK RIVER
3815124,ROARING FORK RIVER
3815125,ROARING FORK RIVER
3815126,ROARING FORK RIVER
3815127,ROARING FORK RIVER
3815129,FOURMILE CREEK
3815133,SNOWMASS CREEK
3815137,GROUNDWATER: ROARING FORK RIVER
3815138,GROUNDWATER: ROARING FORK RIVER
3815140,GROUNDWATER: SMITH CREEK
3815141,CAPITOL CREEK
3815142,TONER CREEK
3815143,GROUNDWATER: DRY WOODY CREEK
3815144,GROUNDWATER: ROARING FORK RIVER
3815145,GROUNDWATER: ROARING FORK RIVER
3815146,GROUNDWATER: MAROON CREEK
3815147,GROUNDWATER: MAROON CREEK
3815148,GROUNDWATER: MAROON CREEK
3815149,GROUNDWATER: MAROON CREEK
3815150,GROUNDWATER: RED CANYON
3815151,GROUNDWATER: RED CANYON
3815152,GROUNDWATER: RED CANYON
3815153,GROUNDWATER: RED CANYON
3815154,GROUNDWATER: RED CANYON
3815159,FOURMILE CREEK
3815160,FOURMILE CREEK
3815161,GROUNDWATER: CATTLE CREEK
3815162,GROUNDWATER: CRYSTAL SPRING CREEK
3815163,GROUNDWATER: CRYSTAL SPRING CREEK
3815164,GROUNDWATER: CRYSTAL SPRING CREEK
3815167,GROUNDWATER: ROARING FORK RIVER
3815168,GROUNDWATER: ROARING FORK RIVER
3815170,GROUNDWATER: ROARING FORK RIVER
3815171,CRYSTAL RIVER
3815172,GROUNDWATER: ROARING FORK RIVER
3815173,GROUNDWATER: ROARING FORK RIVER
3815174,GROUNDWATER: ROARING FORK RIVER
3815175,GROUNDWATER: BLUE CREEK
3815176,GROUNDWATER: PRINCE CREEK
3815177,GROUNDWATER: PRINCE CREEK
3815178,GROUNDWATER: PRINCE CREEK
3815179,GROUNDWATER: PRINCE CREEK
3815180,GROUNDWATER: PRINCE CREEK
3815181,GROUNDWATER: PRINCE CREEK
3815182,GROUNDWATER: PRINCE CREEK
3815183,GROUNDWATER: PRINCE CREEK
3815184,GROUNDWATER: PRINCE CREEK
3815185,GROUNDWATER: PRINCE CREEK
3815186,GROUNDWATER: PRINCE CREEK
3815187,HUNTER CREEK
3815188,GROUNDWATER: ROARING FORK RIVER
3815189,GROUNDWATER: ROARING FORK RIVER
3815190,GROUNDWATER: ROARING FORK RIVER
3815191,GROUNDWATER: ROARING FORK RIVER
3815194,GROUNDWATER: ROARING FORK RIVER
3815195,GROUNDWATER: FRYINGPAN RIVER
3900500,WEST ELK CREEK
3900501,WEST ELK CREEK
3900503,EAST ELK CREEK
3900504,EAST ELK CREEK
3900505,CANYON CREEK
3900506,CANYON CREEK
3900507,CANYON CREEK
3900509,PARACHUTE CREEK
3900510,MAIN ELK CREEK
3900511,PARACHUTE CREEK
3900513,EAST RIFLE CREEK
3900514,COLORADO RIVER
3900515,EAST RIFLE CREEK
3900516,MIDDLE RIFLE CREEK
3900518,RIFLE CREEK
3900519,MANSFIELD CREEK
3900520,MITCHELL CREEK
3900521,EAST CANYON CREEK
3900522,PARACHUTE CREEK
3900523,PARACHUTE CREEK
3900524,HARVEY GAP
3900525,MAIN ELK CREEK
3900526,COLORADO RIVER
3900527,CANYON CREEK
3900528,MIDDLE FORK PARACHUTE CREEK
3900529,WEST RIFLE CREEK
3900530,MAIN ELK CREEK
3900531,MAIN ELK CREEK
3900532,COLORADO RIVER
3900533,COLORADO RIVER
3900536,EAST ELK CREEK
3900537,PARACHUTE CREEK
3900538,COZZA GULCH
3900539,EAST ELK CREEK
3900540,EAST ELK CREEK
3900541,COZZA GULCH
3900542,COZZA GULCH
3900543,EAST RIFLE CREEK
3900544,PARACHUTE CREEK
3900545,CANYON CREEK
3900546,PARACHUTE CREEK
3900547,RIFLE CREEK
3900548,CANYON CREEK
3900549,PARACHUTE CREEK
3900550,EAST RIFLE CREEK
3900551,EAST RIFLE CREEK
3900552,COLORADO RIVER
3900553,WEST ELK CREEK
3900554,MITCHELL CREEK
3900555,PARACHUTE CREEK
3900556,EAST ELK CREEK
3900557,MAIN ELK CREEK
3900558,COLORADO RIVER
3900559,COLORADO RIVER
3900560,RIFLE CREEK
3900561,RIFLE CREEK
3900562,PARACHUTE CREEK
3900563,EAST RIFLE CREEK
3900564,PARACHUTE CREEK
3900565,PARACHUTE CREEK
3900566,WEST RIFLE CREEK
3900567,WEST RIFLE CREEK
3900568,PRETI GULCH
3900569,OASIS CREEK
3900570,MITCHELL CREEK
3900574,RIFLE CREEK
3900575,BECK GULCH
3900576,MAIN ELK CREEK
3900577,HARVEY GAP
3900578,HARVEY GAP
3900579,EAST ELK CREEK
3900580,WEST RIFLE CREEK
3900581,PRETI GULCH
3900582,MIDDLE RIFLE CREEK
3900583,GOVERNMENT CREEK
3900584,MITCHELL CREEK
3900585,EAST RIFLE CREEK
3900586,COLORADO RIVER
3900587,WEST RIFLE CREEK
3900588,GOVERNMENT CREEK
3900590,PARACHUTE CREEK
3900591,CANYON CREEK
3900592,EAST ELK CREEK
3900593,EAST ELK CREEK
3900594,COTTONWOOD GULCH
3900595,COLORADO RIVER
3900596,COLORADO RIVER
3900597,COZZA GULCH
3900598,MAIN ELK CREEK
3900599,CANYON CREEK
3900600,MAIN ELK CREEK
3900601,EAST CANYON CREEK
3900602,MIDDLE RIFLE CREEK
3900603,EAST ELK CREEK
3900604,SHERARD CREEK
3900605,PARACHUTE CREEK
3900606,EAST ELK CREEK
3900608,POSSUM CREEK
3900609,EAST CANYON CREEK
3900610,PARACHUTE CREEK
3900612,COLORADO RIVER
3900613,MIDDLE RIFLE CREEK
3900614,MIDDLE RIFLE CREEK
3900615,WEST ELK CREEK
3900616,GOVERNMENT CREEK
3900617,GOVERNMENT CREEK
3900618,CANYON CREEK
3900619,COLORADO RIVER
3900620,OASIS CREEK
3900621,OASIS CREEK
3900622,OASIS CREEK
3900623,COLORADO RIVER
3900624,COLORADO RIVER
3900625,MIDDLE RIFLE CREEK
3900626,EAST ELK CREEK
3900627,MIDDLE RIFLE CREEK
3900628,MIDDLE RIFLE CREEK
3900630,MITCHELL CREEK
3900631,PRETI GULCH
3900632,OASIS CREEK
3900633,EAST ELK CREEK
3900634,PARACHUTE CREEK
3900635,PARACHUTE CREEK
3900636,WEST ELK CREEK
3900637,RIFLE CREEK
3900638,EAST ELK CREEK
3900639,GOVERNMENT CREEK
3900640,RIFLE CREEK
3900641,EAST CANYON CREEK
3900642,CANYON CREEK
3900643,PARACHUTE CREEK
3900644,PRETI GULCH
3900645,RIFLE CREEK
3900646,WEST RIFLE CREEK
3900647,EAST RIFLE CREEK
3900651,PARACHUTE CREEK
3900652,HARVEY GAP
3900653,COLORADO RIVER
3900654,WEST ELK CREEK
3900655,MAIN ELK CREEK
3900656,MAIN ELK CREEK
3900657,EAST ELK CREEK
3900658,GOVERNMENT CREEK
3900659,MITCHELL CREEK
3900660,WEST ELK CREEK
3900661,WEST ELK CREEK
3900662,EAST ELK CREEK
3900663,COLORADO RIVER
3900664,CANYON CREEK
3900665,RIFLE CREEK
3900666,PARACHUTE CREEK
3900667,WEST ELK CREEK
3900668,COLORADO RIVER
3900669,COLORADO RIVER
3900671,EAST RIFLE CREEK
3900672,MAIN ELK CREEK
3900673,WEST ELK CREEK
3900674,MAIN ELK CREEK
3900675,MITCHELL CREEK
3900676,WEST ELK CREEK
3900677,MITCHELL CREEK
3900678,HARVEY GAP
3900680,EAST CANYON CREEK
3900681,PARACHUTE CREEK
3900682,COLORADO RIVER
3900683,RIFLE CREEK
3900684,PARACHUTE CREEK
3900686,CANYON CREEK
3900687,ELK CREEK
3900688,MAIN ELK CREEK
3900689,EAST ELK CREEK
3900690,EAST CANYON CREEK
3900691,PARACHUTE CREEK
3900692,PARACHUTE CREEK
3900693,WEST ELK CREEK
3900695,RIFLE CREEK
3900696,CANYON CREEK
3900697,CANYON CREEK
3900698,GOVERNMENT CREEK
3900699,MIDDLE RIFLE CREEK
3900700,WEST ELK CREEK
3900701,EAST ELK CREEK
3900702,RIFLE CREEK
3900703,WEST RIFLE CREEK
3900704,COLORADO RIVER
3900705,COLORADO RIVER
3900706,GOVERNMENT CREEK
3900707,EAST MIDDLE FORK PARACHUTE CREEK
3900708,SCHUTTE CREEK
3900709,COLORADO RIVER
3900710,COLORADO RIVER
3900711,GOVERNMENT CREEK
3900712,COLORADO RIVER
3900713,MIDDLE RIFLE CREEK
3900714,COLORADO RIVER
3900715,COLORADO RIVER
3900716,COLORADO RIVER
3900717,COLORADO RIVER
3900718,WEST RIFLE CREEK
3900720,MITCHELL CREEK
3900721,MAIN ELK CREEK
3900723,GOVERNMENT CREEK
3900724,GOVERNMENT CREEK
3900725,COLORADO RIVER
3900727,COLORADO RIVER
3900728,COLORADO RIVER
3900729,COLORADO RIVER
3900730,COLORADO RIVER
3900731,COLORADO RIVER
3900732,COTTONWOOD GULCH
3900733,EAST RIFLE CREEK
3900734,WEST ELK CREEK
3900735,CANYON CREEK
3900736,MAIN ELK CREEK
3900737,WEST ELK CREEK
3900738,RIFLE CREEK
3900739,ALLENWATER CREEK
3900740,EAST RIFLE CREEK
3900741,EAST RIFLE CREEK
3900742,WEST ELK CREEK
3900743,WEST ELK CREEK
3900744,MITCHELL CREEK
3900745,EAST RIFLE CREEK
3900746,PRETI GULCH
3900748,COTTONWOOD GULCH
3900749,WEST ELK CREEK
3900750,SMITH GULCH
3900751,WEST RIFLE CREEK
3900752,COLORADO RIVER
3900753,SHERARD CREEK
3900754,RIFLE CREEK
3900755,COLORADO RIVER
3900756,GOVERNMENT CREEK
3900757,GOVERNMENT CREEK
3900758,COLORADO RIVER
3900759,CANYON CREEK
3900760,RIFLE CREEK
3900761,RIFLE CREEK
3900762,RIFLE CREEK
3900763,RIFLE CREEK
3900764,RIFLE CREEK
3900765,RIFLE CREEK
3900766,RIFLE CREEK
3900767,RIFLE CREEK
3900770,RIFLE CREEK
3900772,RIFLE CREEK
3900776,COLORADO RIVER
3900779,MAIN ELK CREEK
3900780,MITCHELL CREEK
3900781,MITCHELL CREEK
3900782,MITCHELL CREEK
3900783,MITCHELL CREEK
3900784,COLORADO RIVER
3900785,PARACHUTE CREEK
3900787,COLORADO RIVER
3900788,COLORADO RIVER
3900789,COLORADO RIVER
3900790,COLORADO RIVER
3900791,COLORADO RIVER
3900792,COLORADO RIVER
3900793,COLORADO RIVER
3900794,COLORADO RIVER
3900795,EAST ELK CREEK
3900797,EAST ELK CREEK
3900798,PARACHUTE CREEK
3900799,RIFLE CREEK
3900800,MAIN ELK CREEK
3900802,PARACHUTE CREEK
3900803,COLORADO RIVER
3900804,PARACHUTE CREEK
3900805,RIFLE CREEK
3900809,PARACHUTE CREEK
3900810,WEST ELK CREEK
3900811,CANYON CREEK
3900812,EAST RIFLE CREEK
3900813,MAIN ELK CREEK
3900814,CANYON CREEK
3900815,RIFLE CREEK
3900816,RIFLE CREEK
3900817,RIFLE CREEK
3900818,COLORADO RIVER
3900819,COLORADO RIVER
3900824,WEST ELK CREEK
3900825,CANYON CREEK
3900826,MAIN ELK CREEK
3900827,CANYON CREEK
3900828,WEST FORK PARACHUTE CREEK
3900829,WEST FORK PARACHUTE CREEK
3900830,WET FORK WEST FORK PARACHUTE CREEK
3900831,WET FORK WEST FORK PARACHUTE CREEK
3900832,COLORADO RIVER
3900833,COLORADO RIVER
3900834,MAIN ELK CREEK
3900835,HARVEY GAP
3900836,COLORADO RIVER
3900845,RIFLE CREEK
3900846,MAIN ELK CREEK
3900848,WEST ELK CREEK
3900849,COLORADO RIVER
3900850,COLORADO RIVER
3900851,EAST ELK CREEK
3900852,WEST ELK CREEK
3900853,WEST ELK CREEK
3900854,WEST ELK CREEK
3900855,EAST ELK CREEK
3900856,RIFLE CREEK
3900857,EAST ELK CREEK
3900858,COLORADO RIVER
3900859,COLORADO RIVER
3900860,COLORADO RIVER
3900863,MITCHELL CREEK
3900864,RIFLE CREEK
3900865,COLORADO RIVER
3900866,MITCHELL CREEK
3900867,COLORADO RIVER
3900868,COLORADO RIVER
3900869,HARVEY GAP
3900870,GOVERNMENT CREEK
3900871,GOVERNMENT CREEK
3900872,GOVERNMENT CREEK
3900874,MCBRIDE DRAW
3900875,MCBRIDE DRAW
3900876,COLORADO RIVER
3900878,COLORADO RIVER
3900879,COLORADO RIVER
3900880,DRY RIFLE CREEK
3900881,COLORADO RIVER
3900882,COLORADO RIVER
3900883,RIFLE CREEK
3900884,GOVERNMENT CREEK
3900887,EAST ELK CREEK
3900888,EAST RIFLE CREEK
3900889,COLORADO RIVER
3900890,MAIN ELK CREEK
3900892,CANYON CREEK
3900893,COLORADO RIVER
3900895,CANYON CREEK
3900896,BECK GULCH
3900897,RIFLE CREEK
3900898,RIFLE CREEK
3900899,RIFLE CREEK
3900900,BUTLER CREEK
3900901,COLORADO RIVER
3900903,MITCHELL CREEK
3900904,CANYON CREEK
3900905,RIFLE CREEK
3900906,RIFLE CREEK
3900907,COLORADO RIVER
3900908,RIFLE CREEK
3900910,COLORADO RIVER
3900912,COLORADO RIVER
3900913,COLORADO RIVER
3900914,COLORADO RIVER
3900915,COLORADO RIVER
3900916,COLORADO RIVER
3900917,COLORADO RIVER
3900918,COLORADO RIVER
3900919,COLORADO RIVER
3900920,COLORADO RIVER
3900921,RIFLE CREEK
3900922,COLORADO RIVER
3900923,COLORADO RIVER
3900924,COLORADO RIVER
3900925,CANYON CREEK
3900926,CANYON CREEK
3900927,CANYON CREEK
3900928,COLORADO RIVER
3900929,MCLEARN DRAW
3900930,COLORADO RIVER
3900931,COLORADO RIVER
3900933,COLORADO RIVER
3900934,MAIN ELK CREEK
3900935,MAIN ELK CREEK
3900936,MAIN ELK CREEK
3900937,MAIN ELK CREEK
3900938,HARVEY GAP
3900940,COLORADO RIVER
3900941,COLORADO RIVER
3900942,PARACHUTE CREEK
3900944,COLORADO RIVER
3900945,COLORADO RIVER
3900946,EAST RIFLE CREEK
3900947,COLORADO RIVER
3900948,COLORADO RIVER
3900949,RIFLE CREEK
3900950,COLORADO RIVER
3900951,HARVEY GAP
3900952,EAST RIFLE CREEK
3900953,COLORADO RIVER
3900954,COLORADO RIVER
3900955,COLORADO RIVER
3900956,CANYON CREEK
3900957,EAST RIFLE CREEK
3900958,EAST RIFLE CREEK
3900960,EAST RIFLE CREEK
3900961,HARVEY GAP
3900962,COLORADO RIVER
3900963,PARACHUTE CREEK
3900965,EAST RIFLE CREEK
3900967,COLORADO RIVER
3900968,CANYON CREEK
3900970,COLORADO RIVER
3900971,GOVERNMENT CREEK
3900973,COLORADO RIVER
3900974,COLORADO RIVER
3900975,COLORADO RIVER
3900976,EAST ELK CREEK
3900977,PARACHUTE CREEK
3900978,PARACHUTE CREEK
3900979,EAST ELK CREEK
3900980,COLORADO RIVER
3900981,COLORADO RIVER
3900982,COLORADO RIVER
3900983,WEST ELK CREEK
3900984,MITCHELL CREEK
3900987,PARACHUTE CREEK
3900989,PARACHUTE CREEK
3900990,RIFLE CREEK
3900992,COLORADO RIVER
3900993,WEST ELK CREEK
3900995,DRY RIFLE CREEK
3900996,HARVEY GAP
3900997,PARACHUTE CREEK
3900998,MAIN ELK CREEK
3901000,MAIN ELK CREEK
3901001,MAIN ELK CREEK
3901002,WEST RIFLE CREEK
3901003,COLORADO RIVER
3901004,COLORADO RIVER
3901005,COLORADO RIVER
3901006,COLORADO RIVER
3901007,HARVEY GAP
3901008,HARVEY GAP
3901009,EAST RIFLE CREEK
3901010,EAST RIFLE CREEK
3901011,EAST RIFLE CREEK
3901012,EAST RIFLE CREEK
3901013,EAST RIFLE CREEK
3901014,EAST RIFLE CREEK
3901015,COLORADO RIVER
3901017,MAIN ELK CREEK
3901019,EAST RIFLE CREEK
3901020,COLORADO RIVER
3901022,WEST ELK CREEK
3901023,COLORADO RIVER
3901024,OASIS CREEK
3901025,PARACHUTE CREEK
3901027,CANYON CREEK
3901030,RIFLE CREEK
3901033,OASIS CREEK
3901034,COLORADO RIVER
3901036,OASIS CREEK
3901037,COLORADO RIVER
3901038,COLORADO RIVER
3901039,MITCHELL CREEK
3901040,EAST RIFLE CREEK
3901043,EAST ELK CREEK
3901044,WEST ELK CREEK
3901045,MAIN ELK CREEK
3901046,COLORADO RIVER
3901048,MITCHELL CREEK
3901049,COLORADO RIVER
3901050,RIFLE CREEK
3901051,MITCHELL CREEK
3901053,COLORADO RIVER
3901054,EAST CANYON CREEK
3901055,RIFLE CREEK
3901056,RIFLE CREEK
3901059,EAST ELK CREEK
3901060,EAST ELK CREEK
3901061,CANYON CREEK
3901063,EAST ELK CREEK
3901064,CANYON CREEK
3901066,PARACHUTE CREEK
3901067,GOVERNMENT CREEK
3901068,HARVEY GAP
3901069,EAST ELK CREEK
3901070,EAST ELK CREEK
3901071,EAST ELK CREEK
3901072,DRY RIFLE CREEK
3901073,DRY RIFLE CREEK
3901074,MAIN ELK CREEK
3901075,RIFLE CREEK
3903500,WEST RIFLE CREEK
3903501,EAST RIFLE CREEK
3903502,COZZA GULCH
3903503,MIDDLE FORK PARACHUTE CREEK
3903504,WEST RIFLE CREEK
3903505,HARVEY GAP
3903506,WEST RIFLE CREEK
3903507,WEST ELK CREEK
3903508,RIFLE CREEK
3903509,RIFLE CREEK
3903511,RIFLE CREEK
3903512,GOVERNMENT CREEK
3903513,COLORADO RIVER
3903515,COLORADO RIVER
3903516,COLORADO RIVER
3903517,COLORADO RIVER
3903519,COLORADO RIVER
3903520,PARACHUTE CREEK
3903521,PARACHUTE CREEK
3903522,COTTONWOOD GULCH
3903523,PARACHUTE CREEK
3903525,MAIN ELK CREEK
3903526,EAST ELK CREEK
3903527,COLORADO RIVER
3903528,CANYON CREEK
3903530,WEST ELK CREEK
3903534,COLORADO RIVER
3903535,COLORADO RIVER
3903536,COLORADO RIVER
3903537,COLORADO RIVER
3903542,COLORADO RIVER
3903543,MIDDLE FORK PARACHUTE CREEK
3903544,MIDDLE FORK PARACHUTE CREEK
3903545,MIDDLE FORK PARACHUTE CREEK
3903546,PARACHUTE CREEK
3903549,EAST ELK CREEK
3903552,EAST RIFLE CREEK
3903553,COLORADO RIVER
3903555,COLORADO RIVER
3903556,MAIN ELK CREEK
3903557,COLORADO RIVER
3903558,HARVEY GAP
3903559,COLORADO RIVER
3903560,MIDDLE RIFLE CREEK
3903566,CANYON CREEK
3903567,COLORADO RIVER
3903576,COLORADO RIVER
3903577,COLORADO RIVER
3903578,COLORADO RIVER
3903579,COLORADO RIVER
3903593,EAST CANYON CREEK
3903594,DRY RIFLE CREEK
3903596,DRY RIFLE CREEK
3903598,MAIN ELK CREEK
3903599,MAIN ELK CREEK
3903600,COLORADO RIVER
3903601,DRY RIFLE CREEK
3903602,DRY RIFLE CREEK
3903606,RIFLE CREEK
3903608,PARACHUTE CREEK
3903610,RIFLE CREEK
3903619,PARACHUTE CREEK
3903620,PARACHUTE CREEK
3903621,PARACHUTE CREEK
3903622,PARACHUTE CREEK
3903623,PARACHUTE CREEK
3903624,PARACHUTE CREEK
3903625,PARACHUTE CREEK
3903665,MAIN ELK CREEK
3903708,COLORADO RIVER
3903709,COLORADO RIVER
3903920,RIFLE CREEK
3903921,EAST ELK CREEK
3903922,WEST ELK CREEK
3903923,WEST ELK CREEK
3903924,WEST ELK CREEK
3903925,WEST ELK CREEK
3903926,WEST ELK CREEK
3903929,PARACHUTE CREEK
3903930,COLORADO RIVER
3903931,RIFLE CREEK
3903932,CANYON CREEK
3903933,PARACHUTE CREEK
3903934,HARVEY GAP
3903935,EAST RIFLE CREEK
3903936,COLORADO RIVER
3903937,COLORADO RIVER
3903939,MAIN ELK CREEK
3903941,SCHUTTE CREEK
3903942,HARVEY GAP
3903944,EAST RIFLE CREEK
3903946,WEST ELK CREEK
3903948,WEST ELK CREEK
3903951,SMITH GULCH
3903952,PARACHUTE CREEK
3903953,MITCHELL CREEK
3903954,WEST ELK CREEK
3903955,WEST RIFLE CREEK
3903957,COLORADO RIVER
3903958,COLORADO RIVER
3903959,MAIN ELK CREEK
3903960,MAIN ELK CREEK
3903961,WEST RIFLE CREEK
3903962,WEST RIFLE CREEK
3903963,EAST ELK CREEK
3903964,WEST ELK CREEK
3903965,MAIN ELK CREEK
3903966,COLORADO RIVER
3903967,COLORADO RIVER
3903968,COLORADO RIVER
3903969,CANYON CREEK
3903970,CANYON CREEK
3903971,MITCHELL CREEK
3903972,MITCHELL CREEK
3903973,MITCHELL CREEK
